epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
69,0.5097,0.5135,0.7440939312491158,0.7425,SmallMLP-Tanh-Adagrad-0.01-0
70,0.509,0.5133,0.7439524685245438,0.7422,SmallMLP-Tanh-Adagrad-0.01-0
71,0.5084,0.5132,0.7456500212194087,0.7435,SmallMLP-Tanh-Adagrad-0.01-0
72,0.5091,0.5133,0.74437685669826,0.7429,SmallMLP-Tanh-Adagrad-0.01-0
73,0.5085,0.5132,0.7438110057999717,0.7423,SmallMLP-Tanh-Adagrad-0.01-0
74,0.5084,0.5131,0.7438110057999717,0.7423,SmallMLP-Tanh-Adagrad-0.01-0
75,0.5085,0.5128,0.7446597821474041,0.7427,SmallMLP-Tanh-Adagrad-0.01-0
76,0.508,0.5126,0.74437685669826,0.7425,SmallMLP-Tanh-Adagrad-0.01-0
77,0.5081,0.5125,0.7450841703211204,0.7431,SmallMLP-Tanh-Adagrad-0.01-0
78,0.5079,0.5126,0.7446597821474041,0.7422,SmallMLP-Tanh-Adagrad-0.01-0
79,0.5081,0.5129,0.7433866176262555,0.7422,SmallMLP-Tanh-Adagrad-0.01-0
80,0.5079,0.5123,0.7450841703211204,0.7431,SmallMLP-Tanh-Adagrad-0.01-0
81,0.5086,0.5122,0.7449427075965483,0.7427,SmallMLP-Tanh-Adagrad-0.01-0
82,0.5074,0.5121,0.7450841703211204,0.7433,SmallMLP-Tanh-Adagrad-0.01-0
83,0.5075,0.5121,0.7452256330456924,0.7435,SmallMLP-Tanh-Adagrad-0.01-0
84,0.5085,0.512,0.7456500212194087,0.7433,SmallMLP-Tanh-Adagrad-0.01-0
85,0.5074,0.512,0.7445183194228321,0.743,SmallMLP-Tanh-Adagrad-0.01-0
86,0.5072,0.5119,0.7446597821474041,0.7431,SmallMLP-Tanh-Adagrad-0.01-0
87,0.5078,0.5119,0.7453670957702645,0.7439,SmallMLP-Tanh-Adagrad-0.01-0
88,0.5071,0.5118,0.7450841703211204,0.7436,SmallMLP-Tanh-Adagrad-0.01-0
89,0.5072,0.5115,0.7448012448719762,0.7428,SmallMLP-Tanh-Adagrad-0.01-0
90,0.5065,0.5114,0.7450841703211204,0.7433,SmallMLP-Tanh-Adagrad-0.01-0
91,0.507,0.5114,0.7448012448719762,0.7431,SmallMLP-Tanh-Adagrad-0.01-0
92,0.5065,0.5113,0.7448012448719762,0.743,SmallMLP-Tanh-Adagrad-0.01-0
93,0.5061,0.5112,0.7450841703211204,0.7431,SmallMLP-Tanh-Adagrad-0.01-0
94,0.5066,0.5111,0.7439524685245438,0.7422,SmallMLP-Tanh-Adagrad-0.01-0
95,0.507,0.5111,0.744235393973688,0.7426,SmallMLP-Tanh-Adagrad-0.01-0
96,0.5061,0.511,0.7448012448719762,0.743,SmallMLP-Tanh-Adagrad-0.01-0
97,0.5056,0.5109,0.7445183194228321,0.7427,SmallMLP-Tanh-Adagrad-0.01-0
98,0.5064,0.5109,0.7459329466685528,0.7438,SmallMLP-Tanh-Adagrad-0.01-0
99,0.5056,0.5108,0.7453670957702645,0.7433,SmallMLP-Tanh-Adagrad-0.01-0
100,0.5061,0.5107,0.7455085584948367,0.7433,SmallMLP-Tanh-Adagrad-0.01-0
1,0.7299,0.727,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
2,0.718,0.7189,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
3,0.7124,0.7136,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
4,0.7084,0.7095,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
5,0.705,0.7064,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
6,0.7024,0.704,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
7,0.7003,0.702,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
8,0.6988,0.7004,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
9,0.6977,0.699,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
10,0.6964,0.6978,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
11,0.6956,0.6969,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
12,0.6949,0.696,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
13,0.6941,0.6952,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
14,0.6934,0.6945,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
15,0.693,0.6939,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
16,0.6925,0.6933,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
17,0.692,0.6928,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
18,0.6915,0.6923,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
19,0.691,0.6918,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
20,0.6906,0.6914,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
21,0.6903,0.6909,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
22,0.6898,0.6904,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
23,0.6894,0.6899,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
24,0.689,0.6894,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
25,0.6885,0.6889,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
26,0.688,0.6884,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
27,0.6875,0.6878,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
28,0.687,0.6872,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
29,0.6864,0.6866,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
30,0.6857,0.6859,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
31,0.685,0.6851,0.49370490875654266,0.3305,SmallMLP-Tanh-Adagrad-0.001-0
32,0.6843,0.6843,0.494412222379403,0.3321,SmallMLP-Tanh-Adagrad-0.001-0
33,0.6834,0.6835,0.5002121940868581,0.3461,SmallMLP-Tanh-Adagrad-0.001-0
34,0.6825,0.6825,0.5149243174423539,0.3818,SmallMLP-Tanh-Adagrad-0.001-0
35,0.6816,0.6815,0.5384071297213184,0.433,SmallMLP-Tanh-Adagrad-0.001-0
36,0.6806,0.6804,0.5570802093648324,0.4742,SmallMLP-Tanh-Adagrad-0.001-0
37,0.6795,0.6793,0.5791483943980761,0.5165,SmallMLP-Tanh-Adagrad-0.001-0
38,0.6783,0.678,0.5966897722450134,0.5474,SmallMLP-Tanh-Adagrad-0.001-0
39,0.677,0.6766,0.6104116565285047,0.5714,SmallMLP-Tanh-Adagrad-0.001-0
40,0.6756,0.6752,0.6231433017399916,0.5918,SmallMLP-Tanh-Adagrad-0.001-0
41,0.6741,0.6737,0.6275286462017259,0.6015,SmallMLP-Tanh-Adagrad-0.001-0
42,0.6725,0.6721,0.633611543358325,0.612,SmallMLP-Tanh-Adagrad-0.001-0
43,0.6709,0.6704,0.6404017541377847,0.6224,SmallMLP-Tanh-Adagrad-0.001-0
44,0.6691,0.6686,0.648606592162965,0.6339,SmallMLP-Tanh-Adagrad-0.001-0
45,0.6672,0.6667,0.654265101145848,0.6419,SmallMLP-Tanh-Adagrad-0.001-0
46,0.6654,0.6647,0.6558211911161409,0.6453,SmallMLP-Tanh-Adagrad-0.001-0
47,0.6635,0.6627,0.6633187155184609,0.6547,SmallMLP-Tanh-Adagrad-0.001-0
48,0.6613,0.6606,0.6668552836327628,0.6596,SmallMLP-Tanh-Adagrad-0.001-0
49,0.6593,0.6585,0.6703918517470646,0.6642,SmallMLP-Tanh-Adagrad-0.001-0
50,0.6573,0.6563,0.6756259725562315,0.6704,SmallMLP-Tanh-Adagrad-0.001-0
51,0.6548,0.6541,0.6781723015985288,0.6737,SmallMLP-Tanh-Adagrad-0.001-0
52,0.6527,0.6518,0.6810015560899703,0.6773,SmallMLP-Tanh-Adagrad-0.001-0
53,0.6505,0.6496,0.6821332578865469,0.6789,SmallMLP-Tanh-Adagrad-0.001-0
54,0.6483,0.6473,0.6845381242042722,0.6819,SmallMLP-Tanh-Adagrad-0.001-0
55,0.6459,0.645,0.6863771396237092,0.6842,SmallMLP-Tanh-Adagrad-0.001-0
56,0.6437,0.6427,0.6862356768991371,0.6845,SmallMLP-Tanh-Adagrad-0.001-0
57,0.6415,0.6404,0.6872259159711416,0.6858,SmallMLP-Tanh-Adagrad-0.001-0
58,0.6393,0.6382,0.6883576177677182,0.6872,SmallMLP-Tanh-Adagrad-0.001-0
59,0.637,0.6359,0.6916112604328759,0.6906,SmallMLP-Tanh-Adagrad-0.001-0
60,0.6348,0.6337,0.6942990521997454,0.6935,SmallMLP-Tanh-Adagrad-0.001-0
61,0.6325,0.6315,0.6957136794454661,0.6951,SmallMLP-Tanh-Adagrad-0.001-0
62,0.6307,0.6294,0.6965624557928985,0.6961,SmallMLP-Tanh-Adagrad-0.001-0
63,0.6284,0.6272,0.6968453812420428,0.6965,SmallMLP-Tanh-Adagrad-0.001-0
64,0.6261,0.6251,0.6975526948649031,0.6973,SmallMLP-Tanh-Adagrad-0.001-0
65,0.6243,0.6231,0.6971283066911869,0.697,SmallMLP-Tanh-Adagrad-0.001-0
66,0.6221,0.621,0.6986843966614797,0.6986,SmallMLP-Tanh-Adagrad-0.001-0
67,0.6202,0.619,0.7002404866317725,0.7002,SmallMLP-Tanh-Adagrad-0.001-0
68,0.6184,0.6171,0.7016551138774932,0.7016,SmallMLP-Tanh-Adagrad-0.001-0
69,0.6167,0.6152,0.7015136511529212,0.7015,SmallMLP-Tanh-Adagrad-0.001-0
70,0.6146,0.6133,0.7026453529494978,0.7026,SmallMLP-Tanh-Adagrad-0.001-0
71,0.613,0.6115,0.7036355920215024,0.7036,SmallMLP-Tanh-Adagrad-0.001-0
72,0.6111,0.6097,0.7034941292969302,0.7035,SmallMLP-Tanh-Adagrad-0.001-0
73,0.6093,0.608,0.7054746074409393,0.7055,SmallMLP-Tanh-Adagrad-0.001-0
