epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
100,0.4985,0.5084,0.7470646484651294,0.7465,SmallMLP-Tanh-Adagrad-0.1-0
1,0.7636,0.6936,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
2,0.7123,0.8761,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
3,0.7174,0.7801,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
4,0.7199,0.863,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
5,0.7259,0.7415,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
6,0.7131,0.7169,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
7,0.7131,1.0952,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
8,0.7179,0.735,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
9,0.7204,0.7327,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
10,0.7174,0.7248,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
11,0.7174,0.7114,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
12,0.712,0.7178,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
13,0.725,0.7672,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
14,0.7207,0.7416,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
15,0.7082,0.7046,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
16,0.7194,0.6932,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
17,0.7058,0.7492,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
18,0.7203,0.7745,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
19,0.7065,0.7418,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
20,0.735,0.7329,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
21,0.7259,0.7731,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
22,0.7155,0.6957,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
23,0.7066,0.6933,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
24,0.7229,0.7017,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
25,0.7168,0.6934,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
26,0.7103,0.6961,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
27,0.7166,0.6981,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
28,0.7061,0.7292,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
29,0.7312,0.6951,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
30,0.7057,0.7323,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
31,0.7197,0.6941,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
32,0.7175,0.6941,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
33,0.7035,0.7505,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
34,0.7215,0.7042,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
35,0.718,0.9223,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
36,0.7117,0.6931,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
37,0.7157,0.7543,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
38,0.7231,0.6942,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
39,0.7081,0.7286,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
40,0.7149,0.7169,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
41,0.7142,0.6931,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
42,0.7155,0.7077,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
43,0.7068,0.6966,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
44,0.7212,0.7192,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
45,0.7165,0.726,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
46,0.7047,0.773,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
47,0.7315,0.6938,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
48,0.7045,0.6933,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
49,0.7249,0.7073,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
50,0.7081,0.6934,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
51,0.7242,0.7405,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
52,0.7067,0.7204,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
