DEVICE;suministro;cliente;contrato;fecha_inicio;sea;distribuidor;subestacion;zona;distrito;distrito_descripcion;grupo_lectura;ruta_lectura;orden_lectura;grupo_tarifario;codigo_tarifa;tarifa
2119;01_ID10;ANEBDC;1;2004-12-17Z;DBOSCO;13_MARTINOLLI;3225;A;1;CORDOBA;1;57;57;1;140;1.a/f RESIDENCIAL
2120;01_IE01;ZHQBEV;3;2008-04-14Z;DBOSCO;13_MARTINOLLI;3147;A;1;CORDOBA;20;1295;27;1;140;1.a/f RESIDENCIAL
2121;01_IE02;VKWTXM;3;2022-07-26Z;DBOSCO;13_ACHATEAU;3196;A;1;CORDOBA;20;1893;116;1;140;1.a/f RESIDENCIAL
2122;01_IE03;OQPQPD;4;2021-10-12Z;DBOSCO;13_ACHATEAU;3196;A;1;CORDOBA;20;1893;115;1;140;1.a/f RESIDENCIAL
2123;01_IE04;PUCPJWU;6;2024-02-19Z;ARGUE;13_VBELGRANO;3113;A;1;CORDOBA;1;1887;252;1;140;1.a/f RESIDENCIAL
2124;01_IE05;SQPGRH;4;2019-09-05Z;CERRO;13_CROLASROSAS;2640;A;1;CORDOBA;1;1250;5;1;140;1.a/f RESIDENCIAL
2125;01_IE06;BSFWWCZ;2;2017-04-03Z;SRBUSTO;13_ELCONDOR;2720;A;1;CORDOBA;1;89;11;1;190;Residencial
2126;01_IE07;MOTIQZA;2;2016-02-04Z;SRBUSTO;13_RNUNIEZ;5084;A;1;CORDOBA;1;1700;11;1;140;1.a/f RESIDENCIAL
2127;01_IE08;CVTJJIT;5;2010-07-22Z;SRBUSTO;13_FAVICUR;5303;A;1;CORDOBA;1;1289;4;1;140;1.a/f RESIDENCIAL
2128;01_IE09;YOXIUP;1;2005-07-08Z;DBOSCO;13_MARTINOLLI;3147;A;1;CORDOBA;20;1295;24;1;140;1.a/f RESIDENCIAL
2129;01_IE10;TBTGLX;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3147;A;1;CORDOBA;20;1295;8;1;140;1.a/f RESIDENCIAL
2130;01_IF01;BEOQRJ;2;2001-12-17Z;DBOSCO;13_MARTINOLLI;3092;A;1;CORDOBA;1;57;31;1;140;1.a/f RESIDENCIAL
2131;01_IF02;JXNZII;1;1990-06-30Z;DBOSCO;13_ACHATEAU;5312;A;1;CORDOBA;1;1737;414;1;140;1.a/f RESIDENCIAL
2132;01_IF03;KNTYAGU;4;2024-05-23Z;DFUNES;13_CARAFA;2275;A;1;CORDOBA;3;1257;88;1;140;1.a/f RESIDENCIAL
2133;01_IF04;FSYQEAW;2;2013-08-02Z;CERRO;13_ALTOVERDE;4156;A;1;CORDOBA;1;1244;38;1;140;1.a/f RESIDENCIAL
2134;01_IF05;GJSOFY;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3147;A;1;CORDOBA;20;1295;22;1;140;1.a/f RESIDENCIAL
2135;01_IF06;IKBCLL;1;1990-06-30Z;DBOSCO;13_ACHATEAU;4473;A;1;CORDOBA;1;1737;28;1;180;Resid TSP Caren Dto. 43/19
2136;01_IF07;POTDKE;1;1990-06-30Z;DBOSCO;13_ACHATEAU;5071;A;1;CORDOBA;1;1737;31;1;140;1.a/f RESIDENCIAL
2137;01_IF08;VPROBDX;3;2022-06-21Z;CERRO;13_ALTOVERDE;4156;A;1;CORDOBA;1;1244;25;1;140;1.a/f RESIDENCIAL
2138;01_IF09;GFPJLE;1;1990-06-30Z;ARGUE;13_MARTINOLLI;3147;A;1;CORDOBA;1;1291;182;1;140;1.a/f RESIDENCIAL
2139;01_IF10;GKZUCX;3;2015-07-24Z;CERRO;13_ALTOVERDE;2845;A;1;CORDOBA;1;1266;123;1;140;1.a/f RESIDENCIAL
2140;01_IG01;XSGTGMH;6;2022-03-03Z;DBOSCO;13_ACHATEAU;5603;A;1;CORDOBA;20;1893;220;1;140;1.a/f RESIDENCIAL
2141;01_IG02;MOMBYU;2;2014-06-09Z;DBOSCO;13_ACHATEAU;5603;A;1;CORDOBA;20;1893;215;2;240;2 GENERAL Y DE SERVICIOS
2142;01_IG03;GRPJORS;2;2021-07-15Z;DBOSCO;13_ACHATEAU;5312;A;1;CORDOBA;1;1737;388;1;140;1.a/f RESIDENCIAL
2143;01_IG04;XAMIDJ;4;2019-07-18Z;DBOSCO;13_ACHATEAU;5071;A;1;CORDOBA;1;1737;72;1;140;1.a/f RESIDENCIAL
2144;01_IG05;QLHCNNE;2;2005-03-04Z;DBOSCO;13_ACHATEAU;5071;A;1;CORDOBA;1;1737;74;1;140;1.a/f RESIDENCIAL
2145;01_IG06;DEQOXPS;2;2008-04-17Z;DBOSCO;13_MARTINOLLI;5265;A;1;CORDOBA;1;57;379;1;190;Residencial
2146;01_IG07;XWGBFT;1;1990-06-30Z;DBOSCO;13_ACHATEAU;5312;A;1;CORDOBA;20;1893;91;1;140;1.a/f RESIDENCIAL
2147;01_IG08;SLPKNCN;2;2008-04-16Z;ARGUE;13_VWALCALDE;3093;A;1;CORDOBA;1;371;34;2;240;2 GENERAL Y DE SERVICIOS
2148;01_IG09;QROYHG;1;1990-06-30Z;DBOSCO;13_ACHATEAU;5312;A;1;CORDOBA;20;1893;86;1;140;1.a/f RESIDENCIAL
2149;01_IG10;RMPYZMV;1;2020-02-17Z;DBOSCO;13_POZOVERDE;5122;A;1;CORDOBA;1;1340;28;1;140;1.a/f RESIDENCIAL
2150;01_IH01;WUGVPIR;1;2005-12-05Z;DBOSCO;13_MARTINOLLI;5275;A;1;CORDOBA;1;1291;240;1;140;1.a/f RESIDENCIAL
2151;01_IH02;UVCAMEB;2;2021-08-03Z;DBOSCO;13_MARTINOLLI;3125;A;1;CORDOBA;1;1808;104;1;140;1.a/f RESIDENCIAL
2152;01_IH03;GTLBWQ;2;2005-05-02Z;DBOSCO;13_MARTINOLLI;4206;A;1;CORDOBA;1;1836;170;1;184;Resid TSP Indig Dto. 43/19
2153;01_IH04;KVDLVX;2;2006-02-03Z;DBOSCO;13_MARTINOLLI;4206;A;1;CORDOBA;1;1836;200;1;180;Resid TSP Caren Dto. 43/19
2154;01_IH05;VGPQAJO;3;2016-06-13Z;DBOSCO;13_MARTINOLLI;3702;A;1;CORDOBA;1;1252;205;2;240;2 GENERAL Y DE SERVICIOS
2155;01_IH06;BVRNHMB;2;2006-08-09Z;DBOSCO;13_MARTINOLLI;3812;A;1;CORDOBA;1;1836;144;1;190;Residencial
2156;01_IH07;OPOXAIE;1;1990-06-30Z;CERRO;13_ALTOVERDE;786;A;1;CORDOBA;2;1884;131;1;140;1.a/f RESIDENCIAL
2157;01_IH08;MHZMJI;1;1990-06-30Z;SRBUSTO;13_2SEPTIEMBRE;2751;A;1;CORDOBA;3;1846;128;1;190;Residencial
2158;01_IH09;GRCFGWC;2;2001-10-11Z;SRBUSTO;13_FAVICUR;4194;A;1;CORDOBA;3;95;63;1;140;1.a/f RESIDENCIAL
2159;01_IH10;AJKGHHX;3;2023-12-26Z;SRBUSTO;13_ELOMBU;2069;A;1;CORDOBA;3;1381;4;1;140;1.a/f RESIDENCIAL
2160;01_II01;BVZMVI;1;1990-06-30Z;CERRO;13_ELOMBU;1773;A;1;CORDOBA;1;1266;58;1;140;1.a/f RESIDENCIAL
2161;01_II02;YPBTZR;1;1990-06-30Z;SRBUSTO;13_ELOMBU;395;A;1;CORDOBA;3;1311;276;1;140;1.a/f RESIDENCIAL
2162;01_II03;NDNHFR;1;1990-06-30Z;SRBUSTO;13_ALTOVERDE;1774;A;1;CORDOBA;3;1740;17;1;140;1.a/f RESIDENCIAL
2163;01_II04;EBZLZN;7;2013-09-03Z;CERRO;13_ALTOVERDE;1774;A;1;CORDOBA;3;1740;228;1;140;1.a/f RESIDENCIAL
2164;01_II05;USXDWCI;1;2016-12-13Z;CERRO;13_ALTOVERDE;786;A;1;CORDOBA;3;1311;313;2;240;2 GENERAL Y DE SERVICIOS
2165;01_II06;LGBQTA;1;1990-06-30Z;SRBUSTO;13_ELOMBU;2067;A;1;CORDOBA;3;1739;154;1;140;1.a/f RESIDENCIAL
2166;01_II07;KZVNAC;3;2017-09-07Z;SRBUSTO;13_ELOMBU;1981;A;1;CORDOBA;3;1740;282;2;240;2 GENERAL Y DE SERVICIOS
2167;01_II08;LOZKUK;1;1990-06-30Z;SRBUSTO;13_POETALUG;952;A;1;CORDOBA;3;1329;201;1;140;1.a/f RESIDENCIAL
2168;01_II09;ATUZTG;1;1990-06-30Z;CERRO;13_ALTOVERDE;1774;A;1;CORDOBA;3;1740;6;1;190;Residencial
2169;01_II10;ALQAORA;3;2004-05-31Z;SRBUSTO;13_ELOMBU;395;A;1;CORDOBA;3;1311;270;1;140;1.a/f RESIDENCIAL
2170;01_IJ01;HDGZGE;2;2000-10-06Z;TABLAD;13_ELOMBU;395;A;1;CORDOBA;3;1311;264;1;140;1.a/f RESIDENCIAL
2171;01_IJ02;KGGXUJ;1;1990-06-30Z;SRBUSTO;13_ELOMBU;394;A;1;CORDOBA;3;1305;15;1;140;1.a/f RESIDENCIAL
2172;01_IJ03;KTZAOQ;1;1990-06-30Z;SRBUSTO;13_ELOMBU;1981;A;1;CORDOBA;3;1305;24;1;140;1.a/f RESIDENCIAL
2173;01_IJ04;WFGDDT;1;1990-06-30Z;SRBUSTO;13_ELOMBU;394;A;1;CORDOBA;3;1305;13;1;140;1.a/f RESIDENCIAL
2174;01_IJ05;SSJTSXH;2;2024-02-07Z;CERRO;13_ELOMBU;1773;A;1;CORDOBA;3;1766;132;1;140;1.a/f RESIDENCIAL
2175;01_IJ06;FCIXJL;1;1990-06-30Z;CERRO;13_ALTOVERDE;1774;A;1;CORDOBA;3;1766;9;1;140;1.a/f RESIDENCIAL
2176;01_IJ07;CJGULFQ;2;2017-06-14Z;CERRO;13_ALTOVERDE;603;A;1;CORDOBA;3;1257;206;1;144;1.d RESID.COMERCIAL
2177;01_IJ08;GBPXIL;1;1990-06-30Z;DFUNES;13_CARAFA;756;A;1;CORDOBA;3;1263;52;1;140;1.a/f RESIDENCIAL
2178;01_IJ09;TWVYON;2;1996-11-28Z;SRBUSTO;13_ALTOVERDE;1774;A;1;CORDOBA;3;1373;193;2;240;2 GENERAL Y DE SERVICIOS
2179;01_IJ10;RGAKZA;1;1990-06-30Z;SRBUSTO;13_ELOMBU;1981;A;1;CORDOBA;3;1739;74;1;140;1.a/f RESIDENCIAL
2180;01_IK01;PXGAMF;1;1990-06-30Z;SRBUSTO;13_ALTOVERDE;1774;A;1;CORDOBA;3;1373;203;1;140;1.a/f RESIDENCIAL
2181;01_IK02;DZLMNK;2;2016-04-01Z;SRBUSTO;13_ALTOVERDE;1774;A;1;CORDOBA;3;1373;206;1;180;Resid TSP Caren Dto. 43/19
2182;01_IK03;RMMSIN;7;2005-10-03Z;SRBUSTO;13_POETALUG;952;A;1;CORDOBA;3;1329;239;1;140;1.a/f RESIDENCIAL
2183;01_IK04;GNGHED;1;2008-03-07Z;SRBUSTO;13_ELOMBU;1981;A;1;CORDOBA;3;1739;80;1;140;1.a/f RESIDENCIAL
2184;01_IK05;TMBULU;3;2002-05-30Z;SRBUSTO;13_ELOMBU;394;A;1;CORDOBA;3;1311;176;1;140;1.a/f RESIDENCIAL
2185;01_IK06;CLBVGQ;1;1990-06-30Z;SRBUSTO;13_ELOMBU;2067;A;1;CORDOBA;3;1739;106;1;140;1.a/f RESIDENCIAL
2186;01_IK07;AKIPDA;1;1990-06-30Z;SRBUSTO;13_ALTOVERDE;4554;A;1;CORDOBA;3;1311;243;1;140;1.a/f RESIDENCIAL
2187;01_IK08;WTZGIIY;3;2019-10-07Z;ARGUE;13_ESTADIO;4238;A;1;CORDOBA;1;1228;668;2;240;2 GENERAL Y DE SERVICIOS
2188;01_IK09;BEZRVC;1;1990-06-30Z;SRBUSTO;13_FAVICUR;3279;A;1;CORDOBA;3;1233;16;1;140;1.a/f RESIDENCIAL
2189;01_IK10;ZABIGIU;3;2019-05-28Z;SRBUSTO;13_FAVICUR;3723;A;1;CORDOBA;3;95;96;1;140;1.a/f RESIDENCIAL
2190;01_IL01;PQCJUX;4;2021-08-12Z;SRBUSTO;13_FERRONI;2869;A;1;CORDOBA;3;52;487;1;140;1.a/f RESIDENCIAL
2191;01_IL02;OJKKRDQ;3;2023-12-28Z;SRBUSTO;13_FERRONI;2869;A;1;CORDOBA;3;52;411;1;140;1.a/f RESIDENCIAL
2192;01_IL03;QFGEMDQ;1;2013-04-17Z;SRBUSTO;13_FERRONI;2870;A;1;CORDOBA;3;52;1;2;240;2 GENERAL Y DE SERVICIOS
2193;01_IL04;CCEKEUV;1;2002-12-23Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;61;1;140;1.a/f RESIDENCIAL
2194;01_IL05;WUWRKUE;4;2021-09-22Z;SRBUSTO;13_FERRONI;2870;A;1;CORDOBA;3;52;145;1;140;1.a/f RESIDENCIAL
2195;01_IL06;CWKHALB;4;2023-05-12Z;SRBUSTO;13_FERRONI;2870;A;1;CORDOBA;3;52;142;1;140;1.a/f RESIDENCIAL
2196;01_IL07;RBREUVK;2;2022-04-21Z;SRBUSTO;13_FERRONI;2870;A;1;CORDOBA;3;52;113;1;140;1.a/f RESIDENCIAL
2197;01_IL08;UAODNUU;1;2011-03-29Z;SRBUSTO;13_FERRONI;2870;A;1;CORDOBA;3;52;112;1;140;1.a/f RESIDENCIAL
2198;01_IL09;HKNZMR;1;2009-07-16Z;SRBUSTO;13_FERRONI;2869;A;1;CORDOBA;3;52;293;1;140;1.a/f RESIDENCIAL
2199;01_IL10;UJTUCJX;4;2021-05-13Z;SRBUSTO;13_FERRONI;2870;A;1;CORDOBA;3;1613;63;1;140;1.a/f RESIDENCIAL
2200;01_IM01;SLUDNR;1;2011-08-29Z;SRBUSTO;13_FERRONI;2870;A;1;CORDOBA;3;1613;57;1;140;1.a/f RESIDENCIAL
2201;01_IM02;RHCPLYR;3;2015-06-18Z;SRBUSTO;13_FERRONI;2870;A;1;CORDOBA;3;52;77;1;190;Residencial
2202;01_IM03;PGFFUGS;1;2014-03-17Z;SRBUSTO;13_FERRONI;2870;A;1;CORDOBA;3;52;85;1;140;1.a/f RESIDENCIAL
2203;01_IM04;JZGWQXS;2;2023-06-22Z;SRBUSTO;13_FERRONI;2869;A;1;CORDOBA;3;52;305;1;140;1.a/f RESIDENCIAL
2204;01_IM05;SABPNRA;1;2013-04-08Z;SRBUSTO;13_FERRONI;2869;A;1;CORDOBA;3;52;288;1;140;1.a/f RESIDENCIAL
2205;01_IM06;YPAAQEH;3;2015-12-09Z;SRBUSTO;13_FERRONI;2869;A;1;CORDOBA;3;52;301;1;190;Residencial
2206;01_IM07;VXYYSOR;2;2019-11-27Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;60;1;140;1.a/f RESIDENCIAL
2207;01_IM08;PKAWJY;6;2021-09-06Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;44;1;140;1.a/f RESIDENCIAL
2208;01_IM09;VDFHUR;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3596;A;1;CORDOBA;3;1226;81;1;140;1.a/f RESIDENCIAL
2209;01_IM10;RUYTYPR;2;2018-11-15Z;DBOSCO;13_MARTINOLLI;3596;A;1;CORDOBA;3;1226;87;1;190;Residencial
2210;01_IN01;KZIOXGI;2;2007-10-18Z;DBOSCO;13_MARTINOLLI;3596;A;1;CORDOBA;3;1226;186;1;184;Resid TSP Indig Dto. 43/19
2211;01_IN02;SCXWZGR;1;2010-06-07Z;SRBUSTO;13_FERRONI;2869;A;1;CORDOBA;3;52;326;1;140;1.a/f RESIDENCIAL
2212;01_IN03;ACMXVAA;1;2012-03-29Z;SRBUSTO;13_FERRONI;2729;A;1;CORDOBA;3;288;324;1;140;1.a/f RESIDENCIAL
2213;01_IN04;PDJVUDU;1;2014-07-14Z;SRBUSTO;13_FERRONI;2869;A;1;CORDOBA;3;52;312;1;140;1.a/f RESIDENCIAL
2214;01_IN05;VFGAHU;1;2006-08-28Z;SRBUSTO;13_FERRONI;2729;A;1;CORDOBA;3;52;472;1;140;1.a/f RESIDENCIAL
2215;01_IN06;ULMKBQY;1;2003-12-09Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;76;1;140;1.a/f RESIDENCIAL
2216;01_IN07;UPFQPDO;1;2005-02-16Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;79;1;140;1.a/f RESIDENCIAL
2217;01_IN08;HIAJRCO;4;2022-09-12Z;SRBUSTO;13_FERRONI;2870;A;1;CORDOBA;3;52;75;1;140;1.a/f RESIDENCIAL
2218;01_IN09;QDZIKLR;4;2016-05-11Z;SRBUSTO;13_FERRONI;2870;A;1;CORDOBA;3;52;8;1;190;Residencial
2219;01_IN10;VFVCFJ;2;2016-01-06Z;SRBUSTO;13_FERRONI;2870;A;1;CORDOBA;3;1613;15;1;140;1.a/f RESIDENCIAL
2220;01_IO01;CHQRWAM;2;2021-03-11Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;115;1;140;1.a/f RESIDENCIAL
2221;01_IO02;IZQIBE;2;2011-12-23Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;75;1;140;1.a/f RESIDENCIAL
2222;01_IO03;QTIVOE;2;2006-06-29Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;77;1;140;1.a/f RESIDENCIAL
2223;01_IO04;FLXPWI;5;2023-01-11Z;SRBUSTO;13_FERRONI;4567;A;1;CORDOBA;3;288;207;1;140;1.a/f RESIDENCIAL
2224;01_IO05;CRLJDR;1;2008-01-24Z;SRBUSTO;13_FERRONI;4567;A;1;CORDOBA;3;288;204;1;140;1.a/f RESIDENCIAL
2225;01_IO06;DPVPKMM;5;2017-07-24Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;480;1;140;1.a/f RESIDENCIAL
2226;01_IO07;LTZGTW;1;2008-05-28Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;487;1;140;1.a/f RESIDENCIAL
2227;01_IO08;IGSXXY;1;2002-08-16Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;482;1;140;1.a/f RESIDENCIAL
2228;01_IO09;JGFBVQV;1;2021-03-17Z;SRBUSTO;13_FERRONI;3531;A;1;CORDOBA;3;1613;293;1;140;1.a/f RESIDENCIAL
2229;01_IO10;OBPSAV;3;2022-11-16Z;SRBUSTO;13_FERRONI;2729;A;1;CORDOBA;3;288;297;1;140;1.a/f RESIDENCIAL
2230;01_IP01;XPFXMGX;2;2023-10-18Z;SRBUSTO;13_FERRONI;2870;A;1;CORDOBA;3;1613;75;1;140;1.a/f RESIDENCIAL
2231;01_IP02;CDAJQJI;5;2015-04-10Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;154;1;140;1.a/f RESIDENCIAL
2232;01_IP03;CFVPWNB;5;2024-05-31Z;SRBUSTO;13_FERRONI;4567;A;1;CORDOBA;3;288;188;1;140;1.a/f RESIDENCIAL
2233;01_IP04;TRKAIHT;2;2010-07-14Z;SRBUSTO;13_FERRONI;2870;A;1;CORDOBA;3;1613;205;1;180;Resid TSP Caren Dto. 43/19
2234;01_IP05;SFUEEL;1;2017-09-11Z;SRBUSTO;13_FERRONI;2870;A;1;CORDOBA;3;1613;121;1;190;Residencial
2235;01_IP06;CQSCFI;1;2019-08-14Z;SRBUSTO;13_FERRONI;2870;A;1;CORDOBA;3;1613;117;1;140;1.a/f RESIDENCIAL
2236;01_IP07;KMGPHFZ;1;2009-04-06Z;SRBUSTO;13_FERRONI;2729;A;1;CORDOBA;3;52;452;2;240;2 GENERAL Y DE SERVICIOS
2237;01_IP08;EKLDJAU;5;2021-08-31Z;SRBUSTO;13_FERRONI;2729;A;1;CORDOBA;3;288;322;1;140;1.a/f RESIDENCIAL
2238;01_IP09;CSDFZDU;2;2019-04-15Z;SRBUSTO;13_FERRONI;4988;A;1;CORDOBA;3;1613;9;1;140;1.a/f RESIDENCIAL
2239;01_IP10;TWATIXB;3;2023-05-15Z;SRBUSTO;13_FERRONI;2870;A;1;CORDOBA;3;52;11;1;140;1.a/f RESIDENCIAL
2240;01_IQ01;SNFNRQ;2;2004-06-29Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;461;1;190;Residencial
2241;01_IQ02;PETEXEV;5;2019-07-11Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;462;1;140;1.a/f RESIDENCIAL
2242;01_IQ03;PSTRKYJ;1;2003-12-01Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;69;1;140;1.a/f RESIDENCIAL
2243;01_IQ04;GEQCUY;1;2005-05-24Z;SRBUSTO;13_FERRONI;2729;A;1;CORDOBA;3;288;390;1;140;1.a/f RESIDENCIAL
2244;01_IQ05;TWTIRZM;1;2006-10-24Z;SRBUSTO;13_FERRONI;2729;A;1;CORDOBA;3;288;374;1;190;Residencial
2245;01_IQ06;XMNNZAL;6;2019-10-28Z;SRBUSTO;13_FERRONI;2729;A;1;CORDOBA;3;288;7;1;140;1.a/f RESIDENCIAL
2246;01_IQ07;AZYGZSZ;2;2008-08-12Z;SRBUSTO;13_FERRONI;2869;A;1;CORDOBA;3;52;250;1;140;1.a/f RESIDENCIAL
2247;01_IQ08;USHDMGH;1;2008-05-26Z;SRBUSTO;13_FERRONI;2729;A;1;CORDOBA;3;288;440;1;140;1.a/f RESIDENCIAL
2248;01_IQ09;ASHDPTU;1;2004-07-23Z;SRBUSTO;13_FERRONI;2729;A;1;CORDOBA;3;288;445;1;140;1.a/f RESIDENCIAL
2249;01_IQ10;ZMKHDRZ;1;2008-01-29Z;SRBUSTO;13_FERRONI;2316;A;1;CORDOBA;3;52;239;1;140;1.a/f RESIDENCIAL
2250;01_IR01;DMXSQL;3;2011-04-14Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;357;1;180;Resid TSP Caren Dto. 43/19
2251;01_IR02;GTNDOK;1;2005-06-13Z;SRBUSTO;13_FERRONI;2729;A;1;CORDOBA;3;288;364;1;140;1.a/f RESIDENCIAL
2252;01_IR03;CBUQRMZ;4;2021-03-30Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;171;1;140;1.a/f RESIDENCIAL
2253;01_IR04;CFPFAGO;2;2019-04-23Z;SRBUSTO;13_FERRONI;4988;A;1;CORDOBA;3;1613;21;1;140;1.a/f RESIDENCIAL
2254;01_IR05;GBPDZF;2;2019-05-21Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;35;1;140;1.a/f RESIDENCIAL
2255;01_IR06;EXDPTBC;1;2003-08-01Z;SRBUSTO;13_FERRONI;2729;A;1;CORDOBA;3;288;493;1;190;Residencial
2256;01_IR07;DYJMIGR;8;2024-02-14Z;SRBUSTO;13_FERRONI;2648;A;1;CORDOBA;3;288;106;1;140;1.a/f RESIDENCIAL
2257;01_IR08;YEGEWJF;1;2005-08-10Z;SRBUSTO;13_FERRONI;2729;A;1;CORDOBA;3;288;310;1;140;1.a/f RESIDENCIAL
2258;01_IR09;YVXRKBJ;7;2020-08-20Z;SRBUSTO;13_LAVOZINT;3206;A;1;CORDOBA;3;358;226;2;240;2 GENERAL Y DE SERVICIOS
2259;01_IR10;CAXIJGV;2;2023-02-07Z;SRBUSTO;13_LAVOZINT;3206;A;1;CORDOBA;3;358;233;2;240;2 GENERAL Y DE SERVICIOS
2260;01_IS01;FPJZEQW;2;2008-01-17Z;SRBUSTO;13_LAVOZINT;3206;A;1;CORDOBA;3;1871;134;1;140;1.a/f RESIDENCIAL
2261;01_IS02;DSHOGDA;5;2005-10-19Z;SRBUSTO;13_LAVOZINT;3206;A;1;CORDOBA;3;358;225;2;240;2 GENERAL Y DE SERVICIOS
2262;01_IS03;YBRXFNG;2;2006-10-02Z;SRBUSTO;13_LAVOZINT;3001;A;1;CORDOBA;3;1871;310;1;180;Resid TSP Caren Dto. 43/19
2263;01_IS04;POXZTZH;6;2019-03-07Z;SRBUSTO;13_LAVOZINT;2947;A;1;CORDOBA;3;1874;507;1;140;1.a/f RESIDENCIAL
2264;01_IS05;XCEKGL;2;2008-03-10Z;SRBUSTO;13_FAVICUR;3723;A;1;CORDOBA;3;1233;51;1;140;1.a/f RESIDENCIAL
2265;01_IS06;SUGYMI;2;2019-02-13Z;SRBUSTO;13_LAVOZINT;3538;A;1;CORDOBA;3;1614;201;1;140;1.a/f RESIDENCIAL
2266;01_IS07;VAEZWLH;2;2021-08-18Z;SRBUSTO;13_LAVOZINT;2659;A;1;CORDOBA;3;1614;168;1;140;1.a/f RESIDENCIAL
2267;01_IS08;CBWLGBY;2;2015-01-23Z;SRBUSTO;13_LAVOZINT;2659;A;1;CORDOBA;3;1614;162;1;140;1.a/f RESIDENCIAL
2268;01_IS09;WJLGHLB;2;2014-09-12Z;SRBUSTO;13_LAVOZINT;2659;A;1;CORDOBA;3;1614;32;1;140;1.a/f RESIDENCIAL
2269;01_IS10;GINCPDK;5;2016-04-07Z;SRBUSTO;13_LAVOZINT;2659;A;1;CORDOBA;3;1614;28;1;190;Residencial
2270;01_IT01;FUAKNFR;7;2016-11-21Z;SRBUSTO;13_LAVOZINT;3001;A;1;CORDOBA;3;1871;134;1;180;Resid TSP Caren Dto. 43/19
2271;01_IT02;PNGGTVS;1;2015-06-10Z;SRBUSTO;13_FAVICUR;4194;A;1;CORDOBA;3;95;62;1;140;1.a/f RESIDENCIAL
2272;01_IT03;YXIQRAA;2;2021-01-14Z;SRBUSTO;13_FAVICUR;4194;A;1;CORDOBA;3;95;79;1;140;1.a/f RESIDENCIAL
2273;01_IT04;JMMEKYN;1;2019-10-01Z;SRBUSTO;13_FAVICUR;4194;A;1;CORDOBA;3;95;67;1;140;1.a/f RESIDENCIAL
2274;01_IT05;TZPIZOK;3;2023-02-22Z;SRBUSTO;13_LAVOZINT;668;A;1;CORDOBA;3;1973;100;1;140;1.a/f RESIDENCIAL
2275;01_IT06;SGFMEQA;1;2005-01-28Z;SRBUSTO;13_LAVOZINT;668;A;1;CORDOBA;3;1973;124;1;140;1.a/f RESIDENCIAL
2276;01_IT07;WZARJBJ;2;2015-06-10Z;SRBUSTO;13_LAVOZINT;3539;A;1;CORDOBA;3;1614;47;1;190;Residencial
2277;01_IT08;HTXXQGB;2;2021-07-01Z;SRBUSTO;13_LAVOZINT;3539;A;1;CORDOBA;3;1614;145;1;140;1.a/f RESIDENCIAL
2278;01_IT09;DOKKRE;1;2014-01-06Z;SRBUSTO;13_LAVOZINT;3539;A;1;CORDOBA;3;1614;140;1;140;1.a/f RESIDENCIAL
2279;01_IT10;GEQXLXV;3;2020-11-17Z;SRBUSTO;13_FAVICUR;4194;A;1;CORDOBA;3;95;116;1;140;1.a/f RESIDENCIAL
2280;01_IU01;GEUMRH;7;2018-12-13Z;SRBUSTO;13_FAVICUR;3279;A;1;CORDOBA;3;95;122;1;140;1.a/f RESIDENCIAL
2281;01_IU02;YPVFTJ;1;1990-06-30Z;ARGUE;13_LAVOZINT;3185;A;1;CORDOBA;3;1871;40;1;140;1.a/f RESIDENCIAL
2282;01_IU03;ZEYWBFS;1;2011-06-03Z;SRBUSTO;13_LAVOZINT;2659;A;1;CORDOBA;3;1614;109;1;140;1.a/f RESIDENCIAL
2283;01_IU04;KFFUIEG;2;2019-06-28Z;SRBUSTO;13_FAVICUR;4193;A;1;CORDOBA;3;95;93;1;140;1.a/f RESIDENCIAL
2284;01_IU05;NADJGVQ;1;2004-09-20Z;SRBUSTO;13_LAVOZINT;668;A;1;CORDOBA;3;1973;52;1;190;Residencial
